Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
71,3/31/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14.1,22.8,85,174
71,4/16/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,20.1,20.1,39,143
71,4/21/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.3,14.4,66,164
71,4/23/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.3,12.1,46,119
71,4/28/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.1,22,37,79
71,4/30/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.2,19.2,54,121
71,5/14/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,18.2,22.6,100,179
71,5/19/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.4,42.3,58,120
71,5/21/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.1,19.5,70,81
71,5/26/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.3,15.8,45,102
71,5/28/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.2,13.7,46,84
71,6/16/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.6,15.8,39,81
71,6/18/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.3,20.9,35,52
71,6/23/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.6,17.8,35,67
71,6/25/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.6,17.8,40,103
71,6/30/2009,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,8.6,11.8,49,105
38,7/14/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.9,18.5,72,164
38,7/16/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.5,17.3,53,167
38,7/21/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.4,16.1,147,226
38,7/23/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9,14,125,188
38,7/28/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.8,17.2,113,220
38,7/30/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,NA,NA,NA,NA
38,8/18/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.5,24.1,105,182
38,8/20/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.7,17.1,127,239
38,8/25/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.7,18.9,127,220
38,8/27/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.5,21,111,173
38,9/15/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.9,16.8,122,354
38,9/17/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.7,18.6,58,229
38,9/22/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.7,20.8,56,137
38,9/24/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.4,18.7,78,254
38,9/29/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.8,23.8,61,167
38,1/19/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.1,24.5,81,162
38,1/22/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.3,19.4,124,259
38,1/27/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.2,17.7,66,153
38,1/29/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.7,22.7,98,221
38,2/16/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.2,18.6,117,248
38,2/18/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.9,30.7,81,165
38,2/20/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.5,28.6,41,141
38,2/24/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.5,27.1,68,194
38,2/26/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.6,27,67,240
38,3/16/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.3,24.9,108,317
38,3/19/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.7,24.8,91,224
38,3/24/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.9,22,184,328
38,3/26/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.2,25,90,281
38,3/30/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.3,23.9,94,259
38,4/15/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.4,27.5,71,279
38,4/17/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.5,27.7,84,253
38,4/21/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14,24.3,87,181
38,4/24/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.8,18.5,64,236
38,4/27/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.6,17.6,53,233
38,4/29/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.5,11.7,118,266
38,5/14/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.9,20.4,88,256
38,5/18/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.4,25.7,46,168
38,5/20/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.1,28.1,79,212
38,5/26/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.8,24.5,81,179
38,5/28/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.3,22,62,340
38,6/15/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9,13.7,100,269
38,6/18/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.9,12.9,53,142
38,6/22/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.7,12.2,74,160
38,6/25/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.4,11.5,98,148
38,7/16/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.3,18.6,35,180
38,7/20/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.7,19.4,55,169
38,7/23/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.9,12.1,62,159
38,7/27/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.6,13.7,102,205
38,7/30/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.1,14.4,62,157
38,8/13/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.8,22.1,71,221
38,8/18/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.2,17.3,109,243
38,8/20/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.5,16.4,63,162
38,8/24/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.1,15.2,82,184
38,8/27/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.9,21.9,74,168
38,9/14/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.6,17.2,56,177
38,9/17/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.3,19.4,62,142
38,9/22/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.6,17.6,58,105
38,9/29/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.7,13.5,45,115
38,11/16/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.2,18.3,57,147
38,11/19/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.5,23.1,52,144
38,11/23/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.9,12.2,49,87
38,11/26/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.3,18.5,45,108
38,1/21/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.7,18.5,43,148
38,1/23/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.2,18.6,63,141
38,1/28/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.7,15.9,114,186
38,1/30/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,7.9,12.5,63,198
38,2/13/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.6,12.7,49,195
38,2/18/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.8,17,50,156
38,2/20/2009,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.7,11.4,39,119
161,2/25/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,NA,9.1,37,72
161,2/27/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.7,NA,66,196
161,3/13/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5,5.4,34,96
161,3/18/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,NA,NA,37,153
161,3/20/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,NA,NA,89,181
161,3/25/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,14,NA,88,188
161,4/15/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.8,7.4,48,142
161,4/17/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,12.5,NA,62,160
161,4/22/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.7,5.8,80,172
161,4/24/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.5,6.3,64,144
161,4/29/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,7.3,9.2,86,223
161,5/15/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,NA,NA,76,181
161,5/20/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,10.2,NA,71,167
161,5/22/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.5,11,65,149
161,5/27/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4,11.1,50,114
161,5/29/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,2.7,5.4,45,84
161,6/17/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3,NA,41,90
161,6/19/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.7,6.3,80,153
161,6/24/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,NA,29.7,52,166
161,6/26/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.7,6.1,55,134
161,7/15/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.2,14.5,44,114
161,7/17/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.3,5.4,36,85
161,7/22/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.7,NA,63,141
161,7/24/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,NA,NA,46,93
161,7/29/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6.7,8.4,45,99
161,7/31/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6.7,NA,36,75
161,8/14/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.8,NA,58,169
161,8/19/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.3,17.6,52,137
161,8/21/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.7,26.5,61,153
161,8/26/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.8,12.2,70,140
161,8/28/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,NA,10.8,63,141
161,1/19/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,2.5,5.6,66,153
161,1/22/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,2.8,6.8,55,149
161,1/27/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.2,14.7,76,153
161,1/29/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.8,10.2,54,137
161,2/16/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3,10.1,74,159
161,2/18/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4,10.2,81,151
161,2/24/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,2.5,10.2,80,165
161,2/26/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5,15.8,64,165
161,3/16/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.3,6.3,68,155
161,3/19/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,8.7,8.3,67,155
161,3/23/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,16.2,16.3,77,156
161,3/26/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,2.3,14.5,74,193
161,3/30/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,8.7,28.5,68,156
161,4/15/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,10,15.8,68,174
161,4/17/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,NA,23.8,64,128
161,4/20/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6,19,57,145
161,4/24/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,15.2,8.2,54,122
161,4/27/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.7,NA,35,81
161,5/14/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.8,NA,68,139
161,5/18/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.2,NA,60,130
161,5/20/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.8,9.8,68,145
161,5/26/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.5,22.2,64,139
161,5/28/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5,8.4,80,159
161,6/15/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6.3,13.5,81,160
161,6/18/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.3,15.6,35,79
161,6/25/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,11.3,18.7,73,152
161,6/29/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.8,6.8,70,154
161,7/13/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4,11.3,78,155
161,7/16/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.5,7.8,63,126
161,7/23/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.8,24.5,36,77
161,7/27/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.8,17.8,42,90
161,7/30/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6.7,11.3,49,103
161,8/14/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6.7,9.2,61,133
161,8/18/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.3,13.8,58,158
161,8/20/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,8,15.9,92,218
161,8/24/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4,7,73,170
161,8/27/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.2,9.8,55,114
161,9/14/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,3.3,15.9,78,171
161,9/17/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,7.5,16,66,175
161,9/22/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,5.2,31.4,47,119
161,9/29/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.2,12.8,72,174
161,11/16/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.8,39.7,14,23
161,11/19/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,7,15.7,21,28
161,11/23/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.4,31.5,11,23
161,11/26/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6,13.8,11,20
161,1/19/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4.7,12.3,31,38
161,1/22/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6,76.3,27,36
161,1/27/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,6.7,75.7,20,30
161,1/29/2009,Tamil Nadu,Chennai,M C Thiruvottiyur,Industrial Areas,4,6.1,29,66
72,2/16/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.7,18.5,132,264
72,2/18/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.4,21.8,94,172
72,2/24/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.2,16.9,90,160
72,2/26/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.6,18.7,156,294
72,3/16/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.7,17.9,194,312
72,3/19/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.7,19.2,75,137
72,3/23/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.9,20.7,303,407
72,3/26/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16.3,22,136,218
72,3/30/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.5,19,103,171
72,4/15/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.8,22.9,196,269
72,4/17/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.7,21.6,188,268
72,4/20/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.5,16.7,165,294
72,4/23/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12,20.8,128,272
72,4/27/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13,19.9,113,182
72,4/29/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.4,21.9,105,159
72,5/14/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.5,24.4,88,168
72,5/18/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.6,22.4,102,164
72,5/20/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.5,18.9,105,161
72,5/26/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.8,19.5,88,163
72,5/28/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.9,22.1,176,294
72,6/15/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14,24.1,114,185
72,6/18/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.7,21,47,123
72,6/22/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.7,24.8,53,119
72,6/24/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.1,25.4,72,125
72,7/13/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.9,25.1,40,100
72,7/16/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.7,24.6,118,263
72,7/20/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.2,24.3,95,227
72,7/23/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,17.9,29.5,93,192
72,7/27/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.9,25.7,78,151
72,7/30/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,20.2,25.8,81,225
72,8/13/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.6,26.9,52,114
72,8/18/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14,25,49,104
72,8/20/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.3,26.9,108,282
72,8/24/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.4,24.8,79,175
72,8/27/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.8,20.2,77,154
72,9/14/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.9,26.7,118,234
72,9/17/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.4,22.6,121,274
72,9/22/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.5,21.8,172,345
72,9/29/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.7,24,208,415
72,11/16/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.3,22.1,95,288
72,11/19/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.5,17.5,157,405
72,11/23/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.6,20.5,108,241
72,11/26/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.5,23.3,108,223
72,1/20/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16.6,28.1,134,205
72,1/23/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,11.8,141,354
72,1/27/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.3,23.2,92,186
72,1/30/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.2,18.4,139,257
72,2/13/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.7,19.4,181,388
72,2/17/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.1,15.6,65,169
72,2/20/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.3,24.5,202,419
72,2/24/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.3,16.7,99,168
72,2/27/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.6,24.1,104,304
72,3/13/2009,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.9,14.2,61,148
