Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
761,2013-12-20,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,20,84,NA
761,2013-12-24,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,21,89,NA
761,2013-12-28,Tamil Nadu,Cuddalore,"District Environmental Engineer Office, Imperial Road, Cuddalore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,20,84,NA
759,2013-07-24,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,15,29,NA
759,2013-07-27,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,12,26,NA
759,2013-07-31,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,13,33,NA
759,2013-08-01,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,12,38,NA
759,2013-08-05,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,11,37,NA
759,2013-08-08,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,17,36,NA
759,2013-08-13,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,18,28,NA
759,2013-08-17,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,20,35,NA
759,2013-08-21,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,22,34,NA
759,2013-08-24,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,19,35,NA
759,2013-08-31,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,19,45,NA
759,2013-09-02,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,20,41,NA
759,2013-09-05,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,19,40,NA
759,2013-09-10,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,19,41,NA
759,2013-09-13,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,20,41,NA
759,2013-09-17,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,21,39,NA
759,2013-09-20,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,22,46,NA
759,2013-09-24,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,20,46,NA
759,2013-09-27,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,19,38,NA
759,2013-10-01,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,20,25,NA
759,2013-10-05,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,22,34,NA
759,2013-10-09,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,21,45,NA
759,2013-10-12,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,19,25,NA
759,2013-10-18,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,15,33,NA
759,2013-10-22,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,24,24,NA
759,2013-10-25,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,16,41,NA
759,2013-10-29,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,18,41,NA
759,2013-11-01,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,16,59,NA
759,2013-11-06,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,21,53,NA
759,2013-11-09,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,21,62,NA
759,2013-11-13,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,20,68,NA
759,2013-11-18,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,20,83,NA
759,2013-11-21,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,23,75,NA
759,2013-11-25,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,16,85,NA
759,2013-11-28,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,21,81,NA
759,2013-12-02,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,19,56,NA
759,2013-12-05,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,21,84,NA
759,2013-12-09,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,19,79,NA
759,2013-12-12,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,19,58,NA
759,2013-12-16,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,21,78,NA
759,2013-12-19,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,21,82,NA
759,2013-12-23,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,20,81,NA
759,2013-12-27,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,21,85,NA
759,2013-12-31,Tamil Nadu,Cuddalore,Eachangadu Villagae,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,22,82,NA
308,2013-01-04,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,21,56,NA
308,2013-01-08,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,22,57,NA
308,2013-01-11,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,21,53,NA
308,2013-01-18,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,21,53,NA
308,2013-01-22,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,22,51,NA
308,2013-01-29,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,22,53,NA
308,2013-02-01,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,49,NA
308,2013-02-05,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,49,NA
308,2013-02-08,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,51,NA
308,2013-02-12,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,46,NA
308,2013-02-15,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,22,45,NA
308,2013-02-19,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,20,37,NA
308,2013-02-22,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,20,46,NA
308,2013-02-26,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,21,44,NA
308,2013-03-01,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,22,46,NA
308,2013-03-05,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,18,34,NA
308,2013-03-08,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,42,NA
308,2013-03-12,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,46,NA
308,2013-03-15,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,48,NA
308,2013-03-19,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,21,44,NA
308,2013-03-22,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,20,46,NA
308,2013-03-26,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,21,48,NA
308,2013-04-02,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,40,NA
308,2013-04-05,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,39,NA
308,2013-04-09,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,21,40,NA
308,2013-04-12,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,21,41,NA
308,2013-04-16,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,45,NA
308,2013-04-19,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,23,47,NA
308,2013-04-23,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,45,NA
308,2013-04-26,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,23,47,NA
308,2013-04-30,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,21,45,NA
308,2013-05-03,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,44,NA
308,2013-05-07,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,20,46,NA
308,2013-05-10,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,47,NA
308,2013-05-14,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,20,41,NA
308,2013-05-17,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,48,NA
308,2013-05-21,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,52,NA
308,2013-05-24,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,23,42,NA
308,2013-05-28,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,22,42,NA
308,2013-05-31,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,23,44,NA
308,2013-06-04,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,20,38,NA
308,2013-06-07,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,20,68,NA
308,2013-06-11,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,19,87,NA
308,2013-06-14,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,91,NA
308,2013-06-18,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,22,46,NA
308,2013-06-21,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,21,60,NA
308,2013-06-25,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,20,56,NA
308,2013-06-28,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,24,59,NA
308,2013-07-02,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20,21,39,NA
308,2013-07-05,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,20,44,NA
308,2013-07-09,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,31,48,NA
308,2013-07-12,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,32,52,NA
308,2013-07-16,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,21,42,NA
308,2013-07-19,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",21,20,34,NA
308,2013-07-23,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,25,49,NA
308,2013-07-26,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,25,45,NA
308,2013-07-30,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,20,41,NA
308,2013-08-02,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,18,43,NA
308,2013-08-06,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",24,23,29,NA
308,2013-08-13,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19,22,63,NA
308,2013-08-16,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,24,39,NA
308,2013-08-20,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,23,42,NA
308,2013-08-23,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,23,23,NA
308,2013-08-27,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,21,44,NA
308,2013-08-30,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,24,47,NA
308,2013-09-03,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,21,61,NA
308,2013-09-06,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19,24,37,NA
308,2013-09-10,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,24,50,NA
308,2013-09-13,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20,32,43,NA
308,2013-09-17,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,32,36,NA
308,2013-09-20,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",21,34,91,NA
308,2013-09-24,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,23,38,NA
308,2013-09-27,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,27,23,NA
308,2013-10-01,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,25,57,NA
308,2013-10-04,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,25,59,NA
308,2013-10-08,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",21,32,46,NA
308,2013-10-11,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20,26,52,NA
308,2013-10-15,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19,27,53,NA
308,2013-10-18,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19,27,34,NA
308,2013-10-22,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19,23,38,NA
308,2013-10-25,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,25,44,NA
308,2013-10-29,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,29,70,NA
308,2013-11-01,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,23,42,NA
308,2013-11-05,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,28,40,NA
308,2013-11-08,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,25,38,NA
308,2013-11-12,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,25,42,NA
308,2013-11-19,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,26,53,NA
308,2013-11-22,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,27,51,NA
308,2013-11-26,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,28,55,NA
308,2013-11-29,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19,26,47,NA
308,2013-12-03,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,21,28,NA
308,2013-12-06,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,21,36,NA
308,2013-12-10,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,22,56,NA
308,2013-12-13,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,20,20,NA
308,2013-12-17,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,17,23,NA
308,2013-12-20,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,22,33,NA
308,2013-12-24,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,46,27,NA
308,2013-12-27,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,24,36,NA
308,2013-12-31,Tamil Nadu,Madurai,"Kunnathur Chatram East Avani Mollai Street, Madurai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,22,32,NA
307,2013-01-02,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,24,61,NA
307,2013-01-05,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,24,60,NA
307,2013-01-09,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,24,59,NA
307,2013-01-12,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,23,60,NA
307,2013-01-19,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,23,59,NA
307,2013-01-23,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,23,56,NA
307,2013-01-30,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,22,55,NA
307,2013-02-02,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,15,24,59,NA
307,2013-02-06,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,24,54,NA
307,2013-02-09,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,25,56,NA
307,2013-02-13,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,24,59,NA
307,2013-02-16,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,23,56,NA
307,2013-02-20,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,23,54,NA
307,2013-02-23,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,23,57,NA
307,2013-02-27,Tamil Nadu,Madurai,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",Tamilnadu State Pollution Control Board,Industrial Area,16,25,56,NA
