Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
72,6/16/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11,17.9,66,82
72,6/20/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.2,43.9,94,149
72,6/23/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,20,19.6,89,203
72,6/27/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,33.9,58,83
72,7/14/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,31.2,12.4,35,135
72,7/18/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.3,30.2,59,82
72,7/21/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,21,20.9,76,223
72,7/25/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.3,27.9,58,76
72,7/28/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.7,14.8,99,214
72,8/16/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11,42.6,49,76
72,10/17/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,27.7,18.1,76,184
72,10/21/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,18.6,11.3,115,140
72,10/24/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13,6,35,94
72,11/23/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,23.7,35.7,30,71
72,11/25/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.5,21.8,51,60
72,11/28/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.5,16.9,111,195
72,1/17/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.7,20.1,128,166
72,1/19/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,27.6,27.9,48,145
72,1/24/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.7,15.5,78,93
72,1/27/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.9,12.4,14,44
72,11/25/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.2,13.9,68,83
72,11/28/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.3,13.2,139,289
72,12/14/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,22.1,22.2,28,75
72,12/22/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.2,9.3,108,337
72,12/26/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.7,20.1,48,130
72,12/29/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,23.7,16.5,NA,60
72,8/16/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.5,20.9,59,81
72,8/19/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.1,9.3,NA,63
72,8/23/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.4,18.3,68,83
72,8/30/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.2,20.9,28,79
72,9/13/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,18.5,18.5,NA,103
72,9/16/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,4,17.7,139,395
72,9/20/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.5,15.2,28,205
72,9/23/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.8,22.9,103,302
72,9/27/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,17,152
72,9/30/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7,25.5,97,140
72,10/14/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,10.9,35,81
72,10/18/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,25.3,32.8,22,81
72,10/21/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.4,22.4,87,153
72,10/25/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.5,22.3,142,301
72,10/28/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.5,32.6,72,110
72,11/15/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,4.9,NA,47,187
72,11/18/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.5,24.8,52,95
72,11/22/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,4.1,22.9,33,407
72,11/25/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.9,27.9,77,201
72,11/29/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.3,8.6,25,434
72,12/13/2005,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.1,17.9,70,196
159,12/16/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,5.1,13.1,34,167
159,12/20/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,4,NA,44,124
159,12/23/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,7.5,17.9,60,191
159,12/27/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,14.5,10.4,109,226
159,12/30/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,8.1,13.6,45,172
159,8/13/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,6.6,9.1,29,127
159,8/20/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,9.5,12.5,30,95
159,8/24/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,7.7,6.6,30,124
159,8/27/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,8.4,6.1,33,120
159,8/31/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,5.1,8.3,49,134
159,9/14/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,9.2,11.9,58,174
159,9/17/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,6.4,9.6,74,233
159,9/21/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,6.9,10,47,160
159,9/24/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,7.4,23.7,33,100
159,9/28/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,5.5,23.2,40,117
159,10/15/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,7.4,10.5,54,171
159,10/19/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,2.6,7.6,61,192
159,10/22/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,5.9,34,81
159,10/26/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,38,99
159,10/29/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,5.5,50,154
159,11/16/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,6.2,60,156
159,11/19/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,6.3,39,106
159,11/26/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,42,93
159,11/30/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,25,72
159,12/14/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,14,42
159,12/21/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,2.4,NA,20,53
159,12/24/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,5.4,60,150
159,12/28/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,68,178
159,12/31/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,3.3,NA,33,78
159,8/18/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,38,102
159,8/22/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,2.6,12.8,29,69
159,8/25/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,41,109
159,8/29/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,41,112
159,9/15/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,42,105
159,9/19/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,33,104
159,9/22/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,2.9,NA,49,128
159,9/26/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,3.2,NA,49,112
159,9/29/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,17.1,20,49
159,10/13/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,5.8,25,112
159,10/17/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,38,97
159,10/20/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,5.3,38,106
159,10/24/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,56,135
159,10/27/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,11.3,47,122
159,10/31/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,8,41,105
159,11/14/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,51,142
159,11/17/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,9.3,6.2,58,153
159,11/21/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,50,135
159,11/24/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,4.5,6.2,34,111
159,11/28/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,5.5,40,119
159,12/15/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,NA,NA,32,90
159,12/19/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,5.6,NA,33,88
159,12/22/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,6,6.3,36,93
159,12/26/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,12.3,8.7,31,91
159,12/29/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,5.6,NA,41,106
159,8/13/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,3.8,NA,80,231
159,8/17/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,20,13.7,39,98
159,8/20/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,22.5,21.3,56,120
159,8/24/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,22.2,17,46,113
159,8/27/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,12,7.9,28,124
159,8/31/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,10.3,21,17,58
159,9/14/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,13.8,12.2,28,72
159,9/17/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,10.3,15.5,27,66
159,9/21/2005,Tamil Nadu,Chennai,Madras Med. College,Residential and others,20.9,18.2,42,113
160,9/24/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,5.1,13.1,34,172
160,9/28/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,4,NA,44,124
160,10/15/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,7.3,18.4,83,212
160,10/19/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,14.5,10.4,109,226
160,10/22/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,8.1,13.6,45,173
160,10/26/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,6.6,9.1,29,125
160,10/29/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,9.5,12.5,30,91
160,11/16/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,7.7,6.6,30,130
160,11/23/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,9.7,14.3,29,76
160,11/26/2005,Tamil Nadu,Chennai,NEERI CSIR Campus,Residential and others,18.7,17.8,30,85
