Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
71,6/19/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.7,12,69,164
71,6/22/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.8,12.3,85,162
71,6/26/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,7.4,23.3,59,170
71,6/29/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,20,29.4,63,90
71,7/13/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,6.1,23.4,61,175
71,7/17/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.1,28.6,94,190
71,7/20/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.7,12,49,125
71,7/24/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.5,27.5,62,168
71,7/27/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.5,25.1,52,136
71,7/31/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.2,20.2,60,158
71,8/14/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.6,30.9,65,154
71,8/17/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,8.2,20.2,89,248
71,8/21/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.4,32.5,55,132
71,8/24/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13,35.6,62,173
71,8/28/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.3,25.5,66,163
71,8/31/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.8,42.5,82,183
71,9/14/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,18.4,26.7,77,122
71,9/18/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.3,23.8,95,157
71,9/21/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,18.2,24.3,77,141
71,9/25/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13,30.6,51,134
71,9/28/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.2,38,58,167
71,10/16/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.8,28.8,54,120
71,10/19/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,17,44.2,61,111
71,10/23/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.4,32.6,62,150
71,10/26/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14.1,41,54,100
71,10/30/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.2,32.7,62,126
71,11/13/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.8,38.8,78,168
71,11/16/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,17.8,33.4,68,123
71,11/20/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.2,11.1,62,162
71,11/23/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.1,18.4,68,120
71,11/27/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,18.2,17.7,82,134
71,11/30/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.9,12.7,54,99
71,12/14/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13,13.3,64,120
71,12/18/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,17.8,17.9,67,147
71,12/21/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.9,11.9,60,171
71,12/28/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19,18.6,104,205
71,1/19/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.6,15.7,81,184
71,1/31/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.2,20.8,52,97
71,2/14/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,17.8,28.2,44,95
71,2/16/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.6,12.4,87,142
71,2/21/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,20.2,31.7,45,120
71,2/23/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14.3,26.7,57,143
71,2/28/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14.4,27.6,38,99
71,3/13/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.4,27.8,52,94
71,3/14/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,17.6,17.8,88,131
71,3/16/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.2,13.2,75,133
71,3/21/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.8,24.2,50,114
71,3/23/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,17.1,20.6,67,113
71,3/28/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.4,16.3,45,79
71,3/30/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.5,19.6,43,74
71,4/13/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,18.1,17.4,83,105
71,4/18/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,20,28.2,34,73
71,4/20/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.8,13.9,60,98
71,4/25/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.1,16,22,66
71,4/27/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.9,21.7,28,82
71,5/16/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.5,24,34,72
71,5/18/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14,25.8,53,105
71,5/23/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,20.5,21.5,63,159
71,5/25/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,27.5,26,68,158
71,5/30/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,23.7,24.3,99,260
71,6/13/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,17.2,20.4,65,173
71,6/15/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.4,16.2,81,212
71,6/20/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.8,27.4,104,236
71,6/22/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.9,19.3,58,95
71,6/27/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.4,22.5,53,144
71,6/29/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.7,18.5,77,172
71,7/13/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.9,20.6,52,108
71,7/18/2006,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.6,21.7,78,148
38,7/20/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,7.3,27.9,69,125
38,7/25/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.9,18.9,59,95
38,7/27/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,5,23.3,96,124
38,8/17/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.9,22.3,120,161
38,8/22/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,5.6,19.9,55,104
38,8/24/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.4,18.7,41,83
38,8/29/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.2,17.2,38,96
38,8/31/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.2,16.8,88,143
38,9/14/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,6,21.4,51,105
38,9/19/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,6.8,26.4,74,118
38,9/21/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,5.6,23.5,52,95
38,9/26/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,6.1,21.8,45,85
38,9/28/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13,31,58,83
38,10/17/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.8,27.5,42,99
38,10/19/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,6.2,27.6,44,68
38,10/26/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.4,20.6,50,92
38,10/31/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,7.9,20.4,64,144
38,11/14/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,6.5,22.4,48,91
38,11/16/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,6.9,24,56,90
38,11/21/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.5,23,90,146
38,11/23/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.7,23,98,158
38,11/28/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,7.7,22.3,49,110
38,11/30/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,7.1,23.4,49,87
38,12/14/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.4,10.8,54,219
38,12/19/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.5,10,65,191
38,12/21/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.4,17.4,52,209
38,12/26/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12,16.6,65,233
38,12/28/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.2,16.8,48,122
38,1/13/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.9,14.1,41,98
38,1/17/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.6,16.8,107,202
38,1/18/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.2,21.8,69,174
38,1/19/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.1,22.7,41,109
38,1/20/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,5.9,25.2,59,146
38,1/23/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.3,23,87,254
38,1/25/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.7,24,57,103
38,1/27/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.9,33.6,61,155
38,1/27/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.1,22.3,81,209
38,1/30/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.5,28.4,51,135
38,2/13/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.3,20,67,200
38,2/15/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.6,34,69,192
38,2/16/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.8,22.5,75,392
38,2/17/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.1,22.1,62,289
38,2/20/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.8,24.7,86,236
38,2/22/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.4,23.9,51,155
38,2/24/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.9,24.4,88,236
38,2/27/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.5,41.2,62,161
38,3/13/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.1,41.5,46,162
38,3/15/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.5,48.7,86,141
38,3/16/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.6,35.6,52,91
38,3/17/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.8,30.2,55,111
38,3/20/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.7,37.6,57,225
38,3/22/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.1,26.1,52,188
38,3/23/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.4,25.5,64,179
38,3/24/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.9,37.1,55,91
38,3/27/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.9,38.5,52,139
38,3/29/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.9,34.7,58,126
38,3/31/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.5,38.7,111,170
38,4/17/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18,54.3,65,123
38,4/19/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.4,20.5,56,163
38,4/20/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.2,15.3,71,148
38,4/21/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.1,18.1,60,119
38,4/24/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.2,21,83,185
38,4/26/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.9,21.7,63,129
38,4/26/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17,20.2,83,170
38,4/28/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.9,19.9,63,147
38,4/28/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,22.7,25,94,181
38,5/15/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.8,19.9,76,150
38,5/17/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.1,28.7,58,115
38,5/18/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.1,28,40,87
38,5/19/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14,28.9,56,175
38,5/22/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.9,28.4,67,205
38,5/24/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.6,21.5,53,136
38,5/25/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,19.8,22.9,71,152
38,5/26/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13,13.8,53,84
38,5/29/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,20.8,24.9,85,150
38,5/31/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.7,26.8,57,97
38,6/14/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.3,24.9,27,72
38,6/16/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.9,17.1,38,48
38,6/21/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.8,18.9,34,43
38,6/23/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,19.1,20.6,59,92
38,6/28/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.6,22.8,36,63
38,6/30/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.3,18.9,50,80
38,7/14/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.3,24.9,35,54
38,7/21/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.4,18.8,30,46
38,7/26/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.5,20.5,28,51
38,7/28/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.2,20.8,32,76
38,8/18/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.4,21.4,39,86
38,8/23/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.7,20.5,36,62
38,8/26/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16,21.6,58,95
38,8/30/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17,23.4,40,88
38,9/13/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.2,23,60,111
38,9/15/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.5,25.6,52,96
38,9/20/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.7,22.7,52,77
38,9/22/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.7,19.6,50,106
38,9/27/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.4,17,66,120
38,9/29/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.6,16.8,30,40
38,10/18/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.8,17.6,36,57
38,10/20/2006,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.1,18.7,62,101
72,10/25/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11,25.2,96,409
72,10/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.1,16.5,110,266
72,11/15/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,3.9,13.5,62,222
72,11/17/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.3,16.3,64,141
72,11/22/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,72,180
72,11/24/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.4,28,91,147
72,11/29/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.9,6.3,49,131
72,12/13/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.6,24.8,57,98
72,12/15/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.8,14.7,72,207
72,12/20/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.8,19.4,89,134
72,12/22/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.8,21.2,78,209
72,12/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.9,22.9,135,516
72,12/29/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,6,19.3,62,137
72,1/17/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.5,13.6,67,293
72,1/19/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.6,8.5,80,233
72,1/23/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,16.7,72,142
72,1/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.2,18,56,143
72,2/13/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,12,47,255
72,2/16/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,6.6,15.1,70,156
72,2/23/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.6,10.3,56,187
72,2/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.3,20.3,50,145
72,3/13/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.1,16.1,68,95
72,3/16/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.5,20.2,78,128
72,3/20/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,19.5,18.3,67,143
72,3/23/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,6.1,25.4,45,103
72,3/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,27.8,13.4,52,141
72,4/17/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,6.2,24.5,68,115
72,4/20/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,6,24.7,58,107
72,4/24/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,5,NA,38,139
72,4/26/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,5.4,20,38,103
72,4/28/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,22.2,10.3,341,473
72,5/15/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.4,26.3,36,60
72,5/18/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16.6,14.5,188,399
72,5/22/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,5.8,23.1,32,66
72,5/25/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10,NA,168,406
72,5/29/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,6.3,24.3,43,140
72,1/17/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.4,6.9,169,339
72,1/19/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,5.4,9,38,88
72,1/23/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.3,6.3,102,206
72,1/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,5.3,9,42,96
72,1/30/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.8,13.8,94,231
72,2/13/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.4,9.3,52,128
72,2/16/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.7,14.4,53,109
72,2/20/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,6.8,9.1,51,112
72,2/23/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16.4,12.1,52,103
72,2/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.3,10.2,48,84
72,3/13/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,5.4,9,56,107
72,3/16/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,5.8,38,136
72,3/20/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.1,10.4,69,111
72,3/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,38,96
72,4/17/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.2,10.1,48,93
72,4/20/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16.2,32.6,53,72
72,4/24/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.2,11.9,48,95
72,4/26/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,45,139
72,4/28/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,9.5,49,114
72,5/15/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.3,12.8,57,98
72,5/18/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,13,54
72,5/22/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.3,15,62,101
72,5/25/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,51,166
72,5/29/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,21.7,19.8,80,133
72,1/17/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,76,223
72,1/20/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,18.1,12.9,77,131
72,1/24/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,57,192
72,1/27/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,2.6,NA,50,143
72,1/31/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,4.6,14.2,40,86
72,3/14/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,4.5,17.1,39,77
72,3/17/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.2,NA,10,123
72,3/21/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,4,20.8,40,83
72,3/24/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.3,25.3,49,94
72,3/28/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,5.6,18.2,29,177
72,3/31/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13,27.1,54,199
72,4/18/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.8,39.4,45,175
72,4/21/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.6,19.3,59,142
72,4/25/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,29,251
72,4/28/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.8,24.2,53,163
72,5/16/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,60.9,35,159
72,5/19/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.1,19.7,79,224
72,5/23/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.3,28.4,50,197
72,5/26/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.5,20.7,46,171
72,5/30/2006,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.1,23.4,78,234
